"distance from shooter to hub", "top roller speed", "bottom roller speed", "time recorded"
"86.14044503036259","314.1592653589793","230.3834612632515","2026-03-04T20:54:03.471062706-05:00"
"72.39808288205448","314.1592653589793","209.43951023931953","2026-03-04T21:00:05.619475138-05:00"
